Filename,Protocole,echantillon,Impacts potentiels,Extrait pertinent,Évaluation d'invasivité,Justification d'invasivité,Péchés identifiés,Taux de confiance,annonce_invasivite,justification_annonce_invasivite
Wildlife Monographs - 2016 - Laufenberg - Demographic rates and population viability of black bears in Louisiana,Échantillonnage de cheveux non invasif,Cheveux,[],"['ce a large number of hair samples and genotyping all of them can be cost-prohibitive. Therefore, we selected only a portion of the total number of samples collected (i.e., subsample) for DNA analysis.', 'DNA extraction and microsatellite genotyping.-Wildlife Genetics International, Inc. (Nelson, BC, Canada) performed DNA extraction and microsatellite genotyping following standard protocols (Woods et al. 1999, Paetkau 2003, Roon et al. 2005). They used clipped guard hair roots or entire clumps of underfur for extraction and recorded the quantity of guard hairs and underfur used for extraction for each sample.']",Non invasif,"Les cheveux sont des échantillons naturellement abandonnés par les animaux, il n'y a pas de capture ou manipulation directe de l'animal vivant. La collecte est ponctuelle et opportuniste.",[],80% - Justification : La méthodologie est détaillée mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.,,
rea_2016_timing_moose_pellet_collections,Collecte opportuniste de fèces de mammifères,Fèces,[],"['Fifteen to 20 moose fecal pellets were collected opportunistically from fecal pellet groups along the road and trail network of the study area', 'Ten samples of 15-20 pellets each were collected during the middle of each month']",Non invasif,"La collecte est ponctuelle et opportuniste, ce qui ne modifie pas le comportement naturel des animaux ni leur habitat. Il n'y a pas de capture ou manipulation des animaux.",['1'],100%,,
amre-article-p517_9,Prélèvements cutanés de larves,Prélèvements cutanés de larves,[],"['This demonstrates that skin swabbing of larvae is an efficient DNA sampling method ensuring reliable genotyping for the microsatellite loci investigated.', 'Our study showed that DNA in sufficient quantity and quality can be obtained from skin swabs taken from fire salamander larvae.', 'Among the 39 larval skin swabs']",Non invasif,"Les prélèvements cutanés de larves sont considérés comme non invasifs car ils n'impliquent pas la capture ou la manipulation des animaux vivants. De plus, il n'y a pas de mention d'une modification du comportement naturel ou d'une perturbation significative de l'habitat.",[],"80% - Justification : La méthodologie est explicitement mentionnée, mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",,
Vellietal2015EurJWildRes,Collecte d'échantillons non invasifs,Cheveux et fèces,[],"['We collected a total of 63 non-invasive samples (30 hair and 33 scat samples).', ""DNA was extracted from both hair and faecal samples using the Blood & Tissue Kit® (Qiagen), following manufacturer's instructions."", 'We minimized contamination risks by using a laboratory dedicated to the pre-polymerase chain reaction (PCR) handling of non-invasively collected samples (Taberlet et al. 1999).']",Non invasif,Le protocole mentionne explicitement que les échantillons sont non-invasifs. Les échantillons de cheveux et de fèces ont été collectés sans capture ni manipulation directe des animaux.,[],"90% - La méthodologie est explicitement décrite comme non invasive, mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",,
Vellietal2015EurJWildRes,Collecte d'échantillons invasifs,Hairs (poils),"['Stress pour les animaux capturés', 'Déplacement ou perturbation de leur territoire']","['We obtained a total of 570 animal captures.', 'Out of the 35 videos, 20 (57.1 %) were useful to detect at least nine different individuals of wildcat', 'Considering all of the wildcat captures, in 51.7 % of cases, the individuals showed no interest in the lures, while in 20.7 %, hairs were successfully trapped']",Invasif,"Le protocole implique la capture d'animaux (570 captures) et l'utilisation de leurres pour attirer les félins sauvages, ce qui modifie leur comportement naturel. Cela remplit deux des critères d'invasivité : contact direct avec l'animal vivant et modification du comportement.",[],100% - La méthodologie est explicitement détaillée dans le texte.,Non,"Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole détecté comme invasif n'est pas mentionné dans le titre. Dans le corps de l'article, il est clairement indiqué que la collecte d'échantillons invasifs a été détectée comme étant invasive ('Collecte d'échantillons invasifs', 'We obtained a total of 570 animal captures.', 'Out of the 35 videos, 20 (57.1 %) were useful to detect at least nine different individuals of wildcat', 'Considering all of the wildcat captures, in 51.7 % of cases, the individuals showed no interest in the lures, while in 20.7 %, hairs were successfully trapped'). Il n'y a pas de phrase indiquant explicitement que ce protocole est non invasif."
Non-invasive genetic population density estimation of mountain hares (Lepus timidus) in the Alps sys,Échantillonnage passif des fèces,Fèces,[],"['passive sampling of faeces appears to be less affected by individual behaviour', 'Collecting different non-invasive samples']",Non invasif,"Le protocole mentionne spécifiquement que l'échantillonnage passif des fèces est moins affecté par le comportement individuel, ce qui indique une approche non invasive. De plus, il est fait référence à la collecte de différents échantillons non invasifs.",[],"85% - L'utilisation du terme 'non-invasive' et la mention de l'échantillonnage passif des fèces indiquent une approche non invasive. Cependant, il manque des informations sur la fréquence et l'exhaustivité de l'échantillonnage.",,
Non-invasive genetic population density estimation of mountain hares (Lepus timidus) in the Alps sys,Échantillonnage opportuniste des fèces,Fèces,[],"['During the control survey, fresh faeces were mostly found in plots that also contained faeces during the cleaning survey.']",Non invasif,"La collecte est décrite comme opportuniste, ce qui indique qu'elle n'est pas systématique ou exhaustive. Il n'y a pas de mention de capture ou de manipulation des animaux.",[2],70% - Implicite fort,,
Non-invasive genetic population density estimation of mountain hares (Lepus timidus) in the Alps sys,Échantillonnage systématique des fèces,Fèces,"['Stress pour les animaux', 'Perturbation du marquage territorial']","['The joint application of systematic and opportunistic NIGS in a pilot allows for identifying strengths and weaknesses of the two methods and avoids a potential bias by testing only one of them.', 'For a long-term mountain hare monitoring programme that aims for surveying minimum population densities, sex ratio, kinship, immigration and genetic diversity, we recommend to perform one systematic sampling per year in spring. Then, faeces are easily visible on the snow and the degradation of DNA is slow and delayed.']",Invasif,"La collecte systématique de fèces peut affecter le comportement naturel des animaux et perturber leur habitat, ce qui rend ce protocole invasif selon les critères définis.",[],75% - Implicite fort,Non,"Le titre de l'article mentionne explicitement 'non-invasive genetic population density estimation', mais il ne précise pas que le protocole d'échantillonnage systématique des fèces est non invasif. De plus, dans le corps de l'article, il est mentionné que ce protocole peut être invasif et qu'il nécessite une analyse externe pour déterminer son impact sur les animaux."
Non-invasive genetic population density estimation of mountain hares (Lepus timidus) in the Alps sys,Échantillonnage systématique des fèces avec recherche,Fèces,"['Perturbation du comportement naturel', 'Impact sur le marquage territorial']","['For the systematic sampling of faeces, 91 plots were preselected on a 200-m square grid', 'During the first survey, pre-selected coordinates were visited. If faeces were found, we cleared all pre-existing mountain hare faeces from the plot to accurately estimate the age of any faeces found during subsequent visits.', 'If faeces were not found at a given plot during the first survey, we searched the vicinity up to a maximum distance of 20 m', 'We revisited all plots after 2 or 5 days and collected fresh faeces.']",Invasif,"Le protocole implique la recherche et la collecte systématique de fèces, ainsi que leur suppression pour estimer l'âge. Cela peut perturber le comportement naturel des animaux et affecter leur territoire.",[],95% - Les termes utilisés dans le protocole sont clairs et permettent une déduction solide.,Non,"Le titre de l'article mentionne explicitement 'non-invasive genetic population density estimation', mais il ne précise pas que le protocole d'échantillonnage systématique des fèces avec recherche est non invasif. De plus, dans le corps de l'article, il n'y a aucune phrase indiquant explicitement que ce protocole est non invasif."
Molecular Ecology Resources - 2015 - Budischak - A combined parasitological molecular approach for noninvasive,Échantillonnage de fèces chez les mammifères,Fèces,"['Stress pour les animaux', 'Blessures potentielles lors de la capture']","['Approximately every 6 months, individuals were captured by helicopter or vehicle and then immobilized for noninvasive faecal sampling', 'In June-August 2012, a subset of 105 study animals were euthanized following the South African National Parks Standard Operating Procedure for Lethal Population Control. Thirty-three individuals testing positive for the presence of worms via noninvasive faecal sampling were randomly selected for adult parasite isolation. For this subset, faecal samples were collected from the rectum immediately after death for FEC and larvae collection']",Invasif,"Le protocole implique la capture et l'immobilisation des animaux pour prélever des échantillons de fèces, ce qui remplit le critère d'invasivité 'Contact direct avec l'animal vivant'.",[3],100%,Non,"Le titre de l'article mentionne explicitement une approche non invasive pour caractériser les communautés de nématodes parasites chez les animaux sauvages, mais il ne précise pas que le protocole d'échantillonnage de fèces est non invasif."
Lonsingeretal.-2015-BalancingsampleaccumulationandDNAdegradationratestooptimizenoninvasivegeneticsamplingofsympatric,Collecte de fèces pour l'analyse d'ADN,Fèces,[],"['Scat accumulation surveys in which transects are cleared and surveyed approximately 14 days later', 'We recommend that when possible pilot studies incorporating DNA degradation should use fresh scats collected from target populations.', '20 fresh scats were collected per species']",Non invasif,"La collecte est faite après le départ de l'animal sans capture ou manipulation. Les transects sont nettoyés puis surveillés 14 jours plus tard, ce qui permet aux animaux de quitter naturellement les fèces. La collecte de fèces fraîches est recommandée pour les études pilotes, ce qui correspond à une méthode non invasive selon la définition donnée. Il n'y a pas de mention de capture ou de manipulation des animaux.","['1', '2']",80% - L'information est implicite mais solide car elle permet de déduire que les animaux ont quitté naturellement les fèces.,,
1-s2.0-S1616504715000063-main,Collecte d'échantillons de fèces d'otarie,Fèces,[],"['Otter spraints were collected along the watercourse on sand banks, rocks, tributary outfalls or banks under bridges.', 'To minimise DNA degradation and to maximise DNA amplification success, sampling was carried out mainly during morning hours in cold months.', 'Otter faeces (spraints) were collected along two salmonid streams']",Non invasif,"La collecte d'échantillons de fèces d'otarie le long du cours d'eau sur les bancs de sable, les rochers, les embouchures des tributaires ou les berges sous les ponts est considérée comme non invasive car elle est effectuée principalement pendant les heures matinales dans les mois froids pour minimiser la dégradation de l'ADN et maximiser le succès de l'amplification de l'ADN. La collecte de fèces d'otaries le long des deux ruisseaux à salmonidés est considérée comme non invasive car elle est décrite comme opportuniste.",['2'],"80% - Justification : La méthodologie est implicitement décrite comme opportuniste, ce qui indique une collecte non invasive. Cependant, il manque des informations explicites sur la fréquence et l'intensité de l'échantillonnage.",,
Aquaculture Research - 2014 - Alonso - Non‐invasive fast real‐time PCR assay for detection of the enteric parasite,Prélèvement rectal non létal chez les poissons,Échantillons rectaux obtenus par prélèvement rectal non létal à l'aide d'un écouvillon rectal,[],"['Regarding the evaluation of the presence of E. scophthalmi in other tissues different from caecum or intestine tissues, it was concluded that the parasite was only present in target tissues such as caecum and intestine tissues, and in the rectal samples obtained by non-lethal sampling by rectal swab (Cq <35).']",Non invasif,"Le protocole décrit un prélèvement rectal non létal à l'aide d'un écouvillon rectal, ce qui est considéré comme non invasif selon les règles spécifiques aux poissons. Il n'y a pas de capture ou manipulation de l'animal vivant, ni modification du comportement naturel.",[],"80% - Justification : La méthodologie est explicitement détaillée pour le prélèvement rectal non létal, mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",,
Aquaculture Research - 2014 - Alonso - Non‐invasive fast real‐time PCR assay for detection of the enteric parasite,Analyse histologique classique,Non spécifié,[],"['All samples were analyzed by means of classical histological techniques carried out by the pathologist of this farm.', 'Subsequently, they were transported to the laboratory under refrigerated conditions (4°C)']",Non invasif,"Le protocole ne mentionne pas la collecte des échantillons, il se concentre uniquement sur leur analyse et transport. Il n'y a donc aucun contact direct avec l'animal vivant, aucune capture ou manipulation de l'animal vivant, aucune modification du comportement naturel et aucune perturbation significative de l'habitat.",[],100% car le protocole ne mentionne pas la collecte des échantillons,,
Aquaculture Research - 2014 - Alonso - Non‐invasive fast real‐time PCR assay for detection of the enteric parasite,Prélèvement sanguin et fécal chez les poissons,Échantillons de sang et de fèces,"['Stress et blessures potentielles chez les poissons', 'Modification du comportement naturel']","['Whole juvenile turbot, S. maximus, and turbot caecum tissue infected by E. scophthalmi, were provided from a local farm...', 'Blood samples were obtained by puncturing the caudal vessels, and faeces samples were obtained from the tanks of the farm directly.', 'To obtain the rectal samples, the fish were anaesthetized with benzocaine and a sterile swab was inserted into the anogenital pore by a slight motion.']",Invasif,"Le protocole implique la capture et la manipulation des poissons pour obtenir les échantillons de sang, ce qui cause du stress et potentiellement des blessures. De plus, l'utilisation de benzocaine pour anesthésier les poissons avant de prélever les échantillons rectaux modifie leur comportement naturel.",[3],100% - La méthodologie est détaillée et les termes utilisés sont clairs.,Non,Le titre de l'article mentionne explicitement que le protocole est non invasif.
Molecular Ecology - 2016 - Barbosa - Endemic species may have complex histories  within‐refugium phylogeography of an,Échantillonnage d'ADN chez les Cabrera voles,Échantillons de tissu et d'os,"['Stress pour les animaux', ""Blessures potentielles causées par la capture et le prélèvement d'échantillons""]","['Being a species of conservation concern, we combined noninvasive sampling with minimal invasive sampling (ear biopsy) from live-caught (and released) Cabrera voles.']",Invasif,"Le protocole implique la capture des animaux pour prélever les échantillons, ce qui est contraire à la définition de l'échantillonnage non invasif.",['3'],100%,Non,Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole d'échantillonnage d'ADN chez les Cabrera voles est décrit comme une combinaison d'échantillons non invasifs et d'échantillons invasifs (biopsies d'oreille). Il n'y a pas de phrase dans le corps de l'article qui indique explicitement que ce protocole est non invasif.
J Wildl Manag - 2013 - McCall - Combined use of mark‐recapture and genetic analyses reveals response of a black bear,Collecte de cheveux d'ours noirs,Cheveux,[],['We collected black bear hair samples'],Non invasif,La collecte de cheveux est considérée comme non invasive car elle ne nécessite pas la capture ou la manipulation des animaux. Les cheveux sont naturellement perdus par les ours noirs.,[],80% - La méthode utilisée est détaillée mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.,,
xiong2016,Extraction d'ADN à partir d'échantillons de sang stockés,Échantillons de sang stockés,[],['DNA was extracted from stored blood samples of males and females'],Non invasif,"Les échantillons de sang ont été prélevés et stockés précédemment, il n'y a pas de perturbation ni de manipulation des animaux vivants. Cela correspond à l'utilisation d'échantillons déjà abandonnés naturellement.",[],80% - Implicite fort,,
xiong2016,Identification du sexe à partir d'échantillons de fèces,Fèces,[],"['From a total of 45 feaces, 29 had the sex identified after three PCRS']",Non invasif,"La collecte est décrite comme opportuniste, ce qui indique que les échantillons ont été prélevés sans perturbation ni manipulation des animaux. Il n'y a pas de mention de capture ou de manipulation des animaux vivants, ni d'utilisation d'appâts ou leurres.",['1'],70% - Implicite fort,,
xiong2016,Collecte d'échantillons de plantes abandonnées,Plantes abandonnées,"['Blessure potentielle des gorilles si les plantes sont utilisées comme nourriture après la collecte.', 'Perturbation du comportement alimentaire des gorilles.']","['Samples of dropped plants were collected when a gorilla moved a minimum of 7 m to a new foraging area.', 'Using gloved hands, the most bitten or chewed portion of a discarded plant... was cut using disposable sterile scalpel blades and placed in 2 ml cryovial tubes containing 1 ml of viral transport media.']",Invasif,"Le protocole implique la manipulation des plantes abandonnées à l'aide d'un scalpel, ce qui constitue un contact direct avec l'échantillon et une modification de l'état naturel de l'échantillon.","[1, 3]",95% - Les termes 'cut' et 'scalpel' indiquent clairement une manipulation de l'échantillon.,Non,Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole détecté comme invasif n'est pas mentionné dans le titre. Il n'y a pas de phrase indiquant explicitement que le protocole en question est non invasif dans le corps de l'article.
xiong2016,Collecte de fèces le long de transects fixes,Fèces,"[""Perturbation de l'habitat"", 'Modification du comportement naturel']","['Scat samples of small carnivores were collected along fixed transects within the Reserve which cover a broad elevation range from 1,200 to 3,200 m (Fig. 1). Sample collection was conducted between March 2013 and March 2014, excepting January-February and July-August due to freezing and rainy adverse weather conditions, respectively.']",Invasif,"Le protocole mentionne la collecte de fèces le long de transects fixes, ce qui indique une perturbation significative de l'habitat et une modification du comportement naturel des animaux.",[1],95% - Les termes utilisés dans le protocole sont explicites et permettent une évaluation claire de l'invasivité.,Non,Le titre ne mentionne pas explicitement que le protocole est non invasif. Le corps de l'article ne contient pas de phrase indiquant explicitement que la collecte de fèces le long de transects fixes est non invasive.
Estimating Abundance and Survival in the Endangered Point Arena Mountain Beaver UsingNoninvasive Gen,Collecte de poils à partir de pièges existants,Poils,"['Stress pour les animaux', ""Perturbation de l'habitat"", 'Blessures potentielles']","['A hair sample represents the hairs pooled from both snares at a single burrow, collected during a single sampling interval.', 'Other researchers have collected hair from burrow-dwelling species by taking advantage of the close contact between an animal and its burrow substrate', 'We improved upon this method by developing wire-brush hair snares inserted in the burrow wall']",Invasif,"Le protocole implique un contact direct avec l'animal vivant (poils prélevés à partir du burrow substrate) et une modification de l'habitat (insertion de wire-brush hair snares dans le mur du terrier). Le protocole implique également la capture des animaux pour obtenir les échantillons de cheveux, ce qui cause du stress et potentiellement des blessures. Cela remplit le critère d'invasivité 'Contact direct avec l'animal vivant'.","[1, 3]","85% - La méthodologie est explicitement décrite, mais il manque des informations sur la fréquence et l'exhaustivité.",Manque d'informations,Le titre mentionne 'noninvasive genetic methods' mais il n'y a pas de déclaration explicite ou implicite dans le corps de l'article concernant la non-invasivité du protocole spécifique de collecte de poils détecté comme invasif.
23.JournalofNaturalHistory,Sampling of hair and faeces,"Cheveux, fèces","['Modification du comportement naturel des ours', ""Perturbation significative de l'habitat""]","['A permanent sampling network of 110 hairtraps was installed in the study area and was revisited monthly from July to December 2011.', 'The initial selection of the poles was made after inspection of the local power pole network for recent bear signs (claw marks, hairs or mud). All hairs found on one barb of the barbed wire on a given power pole were considered as one sample and stored dry with silica gel at room temperature in a paper envelope.', 'In addition, 42 hair samples were collected with barbed wire attached on the fence of highway KA45. The hairtraps in that case were placed on both sides of the highway focusing on the spots where bears could easily clear the fence and revisited on a regular (every 2-3 days) basis for 2 months (October and November 2011).', 'To further increase sampling size and coverage, we included 46 faecal samples opportunistically collected during regular field surveys from July to December 2011. For species producing large faeces (i.e. brown bear), it is generally not necessary to collect the whole scat and hence a subsample of it is often taken in the field. To maximize DNA quality, the outside portion of bear scats was preferably collected according to Stenglein et al. (2010). Faecal samples were stored in plastic tubes containing absolute ethanol and preserved at -20°C.']",Invasif,"Les pièges à cheveux ont été installés et révisés régulièrement, ce qui implique une modification du comportement naturel des ours. De plus, la collecte de fèces a été effectuée de manière opportuniste mais régulière sur le même territoire.","['2', '4']",95% - Les termes utilisés dans le protocole sont explicites et permettent une déduction solide.,Oui,"Le titre de l'article contient explicitement 'non-invasive genetic study', ce qui indique que le protocole utilisé est non invasif."
23.JournalofNaturalHistory,Non-invasive sampling of hair and faeces,Fèces,[],['Non-invasive sampling of hair and faeces proved to be an efficient method for obtaining adequate genetic data'],Non invasif,"Le protocole mentionne explicitement que l'échantillonnage de fèces est non invasif. Il n'y a pas de capture ou manipulation des animaux, ni d'utilisation d'appâts ou leurres.",[],"80% - Justification : La méthodologie est explicitement décrite comme non invasive, mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",,
23.JournalofNaturalHistory,Sampling of hair and faeces with capture,"Poils, fèces et sang","['Stress pour les ours capturés', 'Blessures potentielles lors de la capture']","[""Soixante-dix-neuf individus ont été détectés à partir d'échantillons de poils ou de fèces, tandis que six individus ont été détectés à partir d'échantillons de sang prélevés sur des ours vivants qui ont été capturés pour être pistés ou ont survécu à des collisions avec des véhicules.""]",Invasif,"Le protocole implique la capture d'ours vivants pour prélever des échantillons de sang, ce qui remplit le critère d'invasivité 'Contact direct avec l'animal vivant'. De plus, il y a un impact potentiel sur le comportement naturel des ours en étant capturés.",[3],100%,Oui,Le titre de l'article contient explicitement 'Non-invasive genetic study' ce qui indique que le protocole utilisé est non invasif.
23.JournalofNaturalHistory,Extensive scat sampling,Fèces,"['Modification du comportement naturel des animaux', ""Perturbation significative de l'habitat""]","['extensive scat sampling', 'baited hairtraps (Sawaya et al. 2012) or haitraps on rub trees (Woods et al. 1999)']",Invasif,"Le protocole implique l'utilisation de pièges à poils appâtés, ce qui modifie le comportement naturel des animaux et ne correspond pas à une méthode entièrement non invasive. De plus, la collecte extensive de fèces peut être considérée comme invasif si elle est effectuée sur le même territoire de manière systématique.",[],100%,Non,Le titre ne mentionne pas explicitement que le protocole est non invasif. Le corps de l'article ne contient pas de phrase indiquant explicitement que le protocole en question est non invasif.
23.JournalofNaturalHistory,Field sampling of hair and faeces,Cheveux et fèces,"['Stress pour les animaux', 'Blessures potentielles']","['The total number of samples collected in the field during the whole sampling season was 232 (171 hair samples, 46 scat samples and 15 blood samples).']",Invasif,"Le protocole implique la collecte de fèces et de cheveux dans le champ, ce qui nécessite un contact direct avec l'animal vivant. Cela remplit donc le critère d'invasivité.",['3'],100%,Oui,Le titre de l'article contient explicitement 'Non-invasive genetic study' ce qui indique que le protocole utilisé est non invasif.
Entomological Science - 2015 - Inoda - Noninvasive sampling of DNA from larval exuvia in diving beetles of the genera,Collecte d'exuvies larvaires de coléoptères aquatiques,Exuvies larvaires de coléoptères aquatiques,[],"['Larval exuviae (first or second larval stages) of diving beetles were collected under breeding conditions.', 'We collected the exuviae from first or second instar larvae within 24 h after molting.', 'Genomic DNA was extracted from a single exuvia that was preserved in pure ethanol for 3 to 4 months.']",Non invasif,Les exuvies larvaires sont naturellement abandonnées par les coléoptères aquatiques lors de leur mue. La collecte de ces exuvies ne nécessite pas la capture ou la manipulation des animaux et n'affecte pas leur comportement naturel.,[],100% - La méthodologie est explicitement détaillée et ne présente aucun élément permettant de déduire une invasivité.,,
Wildlife Society Bulletin - 2015 - Wultsch - Optimizing collection methods for noninvasive genetic sampling of neotropical,Collecte d'ADN à partir de fèces chez les mammifères,Fèces,"['Stress pour les animaux', ""Perturbation de l'habitat"", 'Blessures potentielles']","['We detected fecal samples using a professionally trained scatdetector dog', 'Upon detection in the field, we categorized each scat as low or high quality based on overall appearance, color, odor strength, and presence of mold.', 'For each fecal sample, we collected approximately 0.5 mL fecal material and stored it at ambient temperature...', 'Techniques for fecal DNA collection include collecting fecal material from the scat surface by swabbing (e.g., Frantz et al. 2003), scraping (e.g., Stenglein et al. 2010), washing (e.g., Palomares et al. 2002), or homogenizing fragments or entire scat samples prior to DNA extraction (e.g., Wasser et al. 1997).', 'Fecal DNA collected from the surface of the scat is usually the last in contact with the intestinal lining and the first to desiccate; thus, collection of fecal DNA from the surface is most reliable']",Invasif,"Le protocole implique l'utilisation d'un chien détecteur de fèces pour localiser les échantillons, ce qui constitue un contact direct avec l'animal vivant et une modification du comportement naturel. De plus, la collecte systématique des fèces peut être considérée comme invasive selon les règles spécifiques aux mammifères.","[1, 2, 3]",95% - Les termes utilisés dans le protocole sont explicites et permettent une évaluation claire de l'invasivité.,Non,"Le titre de l'article mentionne explicitement 'Optimizing Collection Methods for Noninvasive Genetic Sampling of Neotropical Felids', ce qui indique que le protocole utilisé est non invasif. Cependant, il n'y a pas de déclaration explicite dans le corps de l'article concernant la non-invasivité du protocole spécifique de collecte d'ADN à partir de fèces chez les mammifères."
Functional Ecology - 2015 - Valenta - Visual ecology of true lemurs suggests a cathemeral origin for the primate cone opsin,Collecte indépendante d'échantillons de fèces,Fèces,[],"['For 21 out of the 24 individuals, there were multiple sequences from independently collected faecal samples available']",Non invasif,"Le protocole mentionne la collecte indépendante d'échantillons de fèces, ce qui indique que les échantillons ont été prélevés naturellement et sans perturbation du comportement ou de l'habitat des animaux.",['1'],90%,,
Molecular Ecology Resources - 2013 - O_Neill - Development of novel real‐time TaqMan  PCR assays for the species and sex,"Échantillonnage d'ADN à partir de tissus musculaires, échantillons de poils et fèces","Tissus musculaires, échantillons de poils, fèces","[""Stress potentiellement subi par l'animal avant sa mort"", ""Perturbation potentielle de l'habitat""]","['Muscle tissue samples (...) were obtained from road kill animals (...)', 'hair samples (...) were collected (...)', 'Faecal samples were collected (...)']",Invasif,"Le protocole implique la collecte d'échantillons de tissus musculaires à partir d'animaux morts sur la route, ce qui est considéré comme invasif car cela implique un contact direct avec l'animal vivant après sa mort. De plus, il n'est pas spécifié si les animaux ont été tués intentionnellement ou non, ce qui pourrait être considéré comme une perturbation significative de l'habitat.",[3],"85% - La méthodologie est détaillée pour les tissus musculaires, mais il manque des informations sur la collecte des échantillons de poils et de fèces.",Non,"Le titre de l'article mentionne 'noninvasive genetic monitoring', mais il ne précise pas explicitement que le protocole d'échantillonnage d'ADN à partir de tissus musculaires, échantillons de poils et fèces est non invasif. Le corps de l'article ne contient aucune phrase indiquant explicitement que ce protocole est non invasif."
Molecular Ecology Resources - 2013 - O_Neill - Development of novel real‐time TaqMan  PCR assays for the species and sex,Évaluation de l'efficacité des réactions à partir d'ADN de tissu d'otarie dilué en série,ADN de tissu d'otarie dilué en série,[],['The efficiencies of the reactions were verified using serially diluted (three replicates across a 5-log dilution series of template: 4000-0.4 pg DNA) otter tissue DNA.'],Non invasif,"Le protocole utilise des échantillons de tissu d'otarie dilués en série, ce qui ne nécessite pas la capture ou la manipulation directe des animaux. Il n'y a pas de mots-clés indiquant une modification du comportement naturel ou une perturbation significative de l'habitat.",[],"80% - La justification est basée sur l'analyse des mots-clés et des critères d'invasivité, mais il manque des informations sur la méthode d'échantillonnage.",,
herreman_and_peacock_2013-pbs-feeding-at-point-barrow-bone-pile,Echantillonnage d'ADN chez les mammifères,Cheveux,"['Stress pour les animaux', 'Blessures potentielles']","['Physical capture or biopsy darting of bears at bone piles can be difficult due to the high number of bears in the vicinity and the location of bone piles on small spits of land or islands.', 'Hair samples were genotyped at 20 microsatellite loci by Wildlife Genetics International DNA was extracted using a Qiagen DNeasy kit from a minimum of 10 guard hair roots']",Invasif,"Le protocole implique la capture physique ou l'utilisation de fléchettes pour biopsie sur les ours, ce qui entraîne un contact direct avec l'animal vivant et une modification du comportement naturel. Cela remplit donc au moins UN des critères d'invasivité.","[1, 3]",100% car la méthodologie est explicitement détaillée et ne laisse place à aucune ambiguïté,Oui,"Le titre de l'article contient explicitement 'non-invasive genetic sampling', ce qui indique que le protocole utilisé est non invasif."
Pest Management Science - 2012 - Strangi - Managing outbreaks of the citrus long‐horned beetle Anoplophora chinensis,Collecte de frass d'insectes,Frass,['Stress potentiellement causé aux larves lors de leur extraction'],"['Frass was gently shaken inside collecting vials, and top layers, enriched with wood chippings, were discarded. About 100 mg of fine-grain frass was collected for each sample.', 'The diagnostic protocol was performed on ten independent frass samples (...) obtained from ten A. chinensis-infested trees', 'Larval frass of A. chinensis was collected from host plants in the two infested sites (Lombardy and Rome) in Italy.']",Invasif,"Le protocole implique la manipulation des animaux vivants (larves) pour confirmer l'identité de l'insecte, ce qui est considéré comme invasif selon les critères définis. Bien que certaines parties du protocole soient décrites comme non invasives, l'ensemble du processus est considéré comme invasif en raison de la perturbation causée par l'extraction des larves.","['1', '2', '3']","85% - L'interprétation est basée sur des éléments partiels, mais permet une déduction solide. Cependant, il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",Non,"Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole détecté comme invasif n'est pas mentionné dans le titre. Dans le corps de l'article, il n'y a pas de phrase indiquant explicitement que le protocole en question est non invasif."
wlb.00096,Prélèvement d'ADN à partir de fèces et biopsies d'oreille,Fèces et biopsies d'oreille,"['Stress animalier', 'Blessures potentielles']","['Six to 10 pellets or one-two droppings were taken from each individual', 'Ear clips from most of the individuals were also taken and preserved in Longmire buffer']",Invasif,"Le protocole implique la capture et la manipulation des animaux pour prélever les échantillons de fèces et les biopsies d'oreille, ce qui cause du stress et potentiellement des blessures.",['3'],100%,Non,"Le titre de l'article ne mentionne pas explicitement que le protocole est non invasif. De plus, il n'y a aucune phrase dans le corps de l'article qui indique explicitement ou implicitement que ce protocole est non invasif."
wlb.00096,Prélèvement d'ADN à partir de salive,Échantillon de salive prélevé avec un écouvillon,[],['Th e swab is immediately placed in a vial containing a lysis buffer that preserves the DNA for its later extraction.'],Non invasif,"Le protocole décrit le prélèvement d'un échantillon de salive à l'aide d'un écouvillon, qui est ensuite placé dans un tube contenant un tampon de lyse pour préserver l'ADN. Cette méthode ne nécessite pas de contact direct avec l'animal vivant, ni de capture ou de manipulation de l'animal vivant. Elle ne modifie pas le comportement naturel de l'animal et ne perturbe pas significativement l'habitat.",[],100% - La méthodologie est explicitement détaillée et ne laisse place à aucune ambiguïté.,,
